Probeset ID,Sequence ID,MGI ID,Gene Symbol,Gene Name,Chromosome,Start Coordinate,End Coordinate,Strand
10358565,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358567,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358569,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358571,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358573,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358575,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358577,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358579,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358581,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358583,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358585,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358587,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358589,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358591,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358593,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358595,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358597,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358599,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358601,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358603,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358605,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358607,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358609,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358611,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358613,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358615,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358617,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358619,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358621,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358623,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358625,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358627,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358629,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358631,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358633,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358635,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358637,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358648,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358650,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358652,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358654,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358656,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358658,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358660,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358662,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358664,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358666,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358668,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358670,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358672,NM_001024720,MGI:2685047,Hmcn1,hemicentin 1,1,152409654,152840565,-
10358675,---,---,,,,,,
10358677,BC060204,MGI:1914125,1200016B10Rik,RIKEN cDNA 1200016B10 gene,1,153214829,153275585,-
10358698,NM_011277,MGI:1101759,Rnf2,ring finger protein 2,1,153316536,153347953,-
10358709,NM_025379,MGI:1913392,Cox7b,cytochrome c oxidase subunit VIIb,X,103211039,103217789,+
10358711,---,---,,,,,,
10358713,BC022177,MGI:1916649,1700025G04Rik,RIKEN cDNA 1700025G04 gene,1,153737978,153853897,-
10358717,BC034723,MGI:1916649,1700025G04Rik,RIKEN cDNA 1700025G04 gene,1,153737978,153853897,-
10358726,ENSMUST00000015124,MGI:1913887,Tsen15,tRNA splicing endonuclease 15 homolog (S. cerevisiae),1,154217865,154233818,-
10358733,NM_016846,MGI:107484,Rgl1,"ral guanine nucleotide dissociation stimulator,-like 1",1,154363889,154613481,-
10358754,XR_034437,---,,,,,,
10358757,NM_001005507,MGI:2682334,Smg7,"Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)",1,154684125,154749752,-
10358785,---,---,,,,,,
10358787,NM_008485,MGI:99913,Lamc2,"laminin, gamma 2",1,154969886,155033577,-
10358816,NM_010683,MGI:99914,Lamc1,"laminin, gamma 1",1,155066052,155179916,-
10358845,ENSMUST00000097535,MGI:3761270,E330020D12Rik,Riken cDNA E330020D12 gene,1,155251957,155255726,-
10358849,NM_007842,MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,155302943,155334738,-
10358879,NM_028749,MGI:1921341,Npl,N-acetylneuraminate pyruvate lyase,1,155350146,155396844,-
10358892,AK154216,MGI:3641673,F630010C12Rik,RIKEN cDNA F630010C12 gene,1,,,
10358894,---,---,,,,,,
10358896,ENSMUST00000059036,MGI:2685048,Rgsl1,regulator of G-protein signaling like 1,1,155626511,155691272,-
10358913,XM_994482,MGI:2685048,Rgsl1,regulator of G-protein signaling like 1,1,155626511,155691272,-
10358921,NM_178243,MGI:1923273,5830403L16Rik,RIKEN cDNA 5830403L16 gene,1,155696672,155747338,-
10358926,---,---,,,,,,
10358928,NM_009782,MGI:106217,Cacna1e,"calcium channel, voltage-dependent, R type, alpha 1E subunit",1,156239649,156573049,-
10358978,NM_010500,MGI:1337072,Ier5,immediate early response 5,1,156944656,156946766,-
10358982,NM_008209,MGI:1195463,Mr1,"major histocompatibility complex, class I-related",1,156975008,156993910,-
10358991,AK129406,MGI:2672904,BC034090,cDNA sequence BC034090,1,157059603,157079870,-
10358999,NM_011273,MGI:97932,Xpr1,xenotropic and polytropic retrovirus receptor 1,1,157122831,157264545,-
10359024,XM_994738,---,,,,,,
10359027,NM_010712,MGI:101776,Lhx4,LIM homeobox protein 4,1,157548851,157584736,-
10359034,NM_001024945,MGI:1330818,Qsox1,quiescin Q6 sulfhydryl oxidase 1,1,157625285,157660013,-
10359050,AK172956,MGI:1921331,Cep350,centrosomal protein 350,1,157692096,157820020,-
10359078,---,---,,,,,,
10359080,---,---,,,,,,
10359082,---,---,,,,,,
10359084,---,---,,,,,,
10359086,BC089561,MGI:1921331,Cep350,centrosomal protein 350,1,157692096,157820020,-
10359097,NM_144791,MGI:3582693,Tor1aip1,torsin A interacting protein 1,1,157853364,157883610,-
10359113,BC116972,MGI:3618859,Fam163a,"family with sequence similarity 163, member A",1,157923096,157935016,-
10359118,BC099972,MGI:2684949,Tdrd5,tudor domain containing 5,1,158185426,158233795,-
10359136,NM_001033180,---,,,,,,
10359161,NM_009230,MGI:104665,Soat1,sterol O-acyltransferase 1,1,158358239,158404459,-
10359181,NM_023141,MGI:1353652,Tor3a,"torsin family 3, member A",1,158583748,158604487,-
10359190,BC023737,MGI:2443990,Fam20b,"family with sequence similarity 20, member B",1,158608676,158649132,-
10359201,NM_023884,MGI:1925505,Ralgps2,Ral GEF with PH domain and SH3 binding motif 2,1,158738253,158869711,-
10359225,BC099580,MGI:1920685,1700057K13Rik,RIKEN cDNA 1700057K13 gene,1,159029279,159038811,-
10359235,NM_177644,MGI:2443881,Rasal2,RAS protein activator like 2,1,159070665,159342726,-
10359255,NM_207583,MGI:2443333,Fam5b,"family with sequence similarity 5, member B",1,160175402,160286391,-
10359266,NM_001085376,MGI:3051647,Pappa2,pappalysin 2,1,160641862,160887870,-
10359280,NM_001085376,MGI:3051647,Pappa2,pappalysin 2,1,160641862,160887870,-
10359282,NM_001085376,MGI:3051647,Pappa2,pappalysin 2,1,160641862,160887870,-
10359293,BC100356,MGI:1919275,1600012P17Rik,RIKEN cDNA 1600012P17 gene,1,160888258,160910621,-
10359297,NM_027862,MGI:1918929,Atp5h,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d",11,115277003,115281276,-
10359299,---,---,,,,,,
10359303,ENSMUST00000028061,MGI:1922505,4930562F07Rik,RIKEN cDNA 4930562F07 gene,1,162004866,162008116,-
10359307,NM_177839,MGI:2665790,Tnn,tenascin N,1,162015167,162083711,-
10359334,NM_009786,MGI:1270839,Cacybp,calcyclin binding protein,1,162133056,162142908,-
10359339,NM_013862,MGI:1352507,Rabgap1l,RAB GTPase activating protein 1-like,1,162149305,162723069,-
10359375,XM_917214,---,,,,,,
10359377,NM_173424,MGI:2444467,Zbtb37,zinc finger and BTB domain containing 37,1,162938931,162964980,-
10359386,NM_172644,MGI:2442510,Dars2,aspartyl-tRNA synthetase 2 (mitochondrial),1,162970732,163000789,-
10359405,NM_001039482,MGI:2444855,Klhl20,kelch-like 20 (Drosophila),1,163018506,163061642,-
10359419,ENSMUST00000053633,---,,,,,,
10359422,NM_007453,MGI:894320,Prdx6,peroxiredoxin 6,1,163170243,163181350,-
10359428,NM_146134,MGI:2385110,Aph1a,anterior pharynx defective 1a homolog (C. elegans),3,95697919,95702226,+
10359434,NM_010177,MGI:99255,Fasl,"Fas ligand (TNF superfamily, member 6)",1,163710820,163718626,-
10359446,BC138379,MGI:2138346,AI848100,expressed sequence AI848100,1,163746243,163806792,-
10359473,AK016179,MGI:1922618,4930558K02Rik,RIKEN cDNA 4930558K02 gene,1,163872217,163909767,-
10359480,NM_001038619,MGI:1341299,Dnm3,dynamin 3,1,163912584,164408165,-
10359504,---,---,,,,,,
10359506,BC014872,MGI:1918699,Mettl13,methyltransferase like 13,1,164462258,164478682,-
10359518,DQ279479,MGI:2685119,Eif4e1b,eukaryotic translation initiation factor 4E family member 1B,13,54885359,54889820,+
10359520,---,---,,,,,,
10359525,NM_001081290,MGI:1913754,Prrc2c,proline-rich coiled-coil 2C,1,164603533,164670681,-
10359561,NM_144878,MGI:2429497,Fmo4,flavin containing monooxygenase 4,1,164724014,164744103,-
10359571,NM_010231,MGI:1310002,Fmo1,flavin containing monooxygenase 1,1,164759692,164796679,-
10359582,NM_018881,MGI:1916776,Fmo2,flavin containing monooxygenase 2,1,164804448,164828857,-
10359593,NM_008030,MGI:1100496,Fmo3,flavin containing monooxygenase 3,1,164883933,164914659,-
10359603,ENSMUST00000096608,MGI:1925508,4921528O07Rik,RIKEN cDNA 4921528O07 gene,1,164954437,165015796,-
10359624,NM_175686,MGI:97712,Prrx1,paired related homeobox 1,1,165175256,165243781,-
10359635,NM_178883,MGI:2138271,Gorab,"golgin, RAB6-interacting",1,165315040,165333772,-
10359642,X16670,---,,,,,,
10359644,BC157906,MGI:2685053,Mettl11b,methyltransferase like 11B,1,165632388,165655363,-
10359648,BC052855,MGI:3590554,BC055324,cDNA sequence BC055324,1,165876124,165924927,-
10359677,NM_025505,MGI:1201607,Blzf1,basic leucine zipper nuclear factor 1,1,166219931,166237620,-
10359689,NM_009721,MGI:88108,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",1,166367398,166388486,-
10359697,NM_008510,MGI:104593,Xcl1,chemokine (C motif) ligand 1,1,166861775,166865658,-
10359701,NM_032005,MGI:1891158,Tbx19,T-box 19,1,167067986,167090904,-
10359713,NM_145512,MGI:1917362,Sft2d2,SFT2 domain containing 2,1,167104628,167124451,-
10359723,NM_145513,MGI:1915087,Tiprl,"TIP41, TOR signalling pathway regulator-like (S. cerevisiae)",1,167145053,167167074,-
10359734,ENSMUST00000027856,MGI:1921356,Dcaf6,DDB1 and CUL4 associated factor 6,1,167259631,167390594,-
10359754,NM_001083897,MGI:1915731,Mpzl1,myelin protein zero-like 1,1,167522312,167564672,-
10359762,NM_178593,MGI:2676394,Rcsd1,RCSD domain containing 1,1,167579076,167638225,-
10359770,NM_011137,MGI:101898,Pou2f1,"POU domain, class 2, transcription factor 1",1,167795285,167932809,-
10359793,NM_001033344,MGI:2685055,Dusp27,dual specificity phosphatase 27 (putative),1,168028284,168058029,-
10359801,NM_175296,MGI:2138453,Mael,maelstrom homolog (Drosophila),1,168131516,168168875,-
10359814,---,---,,,,,,
10359816,NM_175170,MGI:1918842,Pogk,pogo transposable element with KRAB domain,1,168314753,168339994,-
10359826,NM_025650,MGI:1913844,Uqcr11,"ubiquinol-cytochrome c reductase, complex III subunit XI",10,79865742,79869575,-
10359828,ENSMUST00000046662,MGI:3643320,Gm4847,predicted gene 4847,1,168559102,168577824,-
10359837,NM_172844,MGI:3606068,Fmo9,flavin containing monooxygenase 9,1,168592186,168611976,-
10359849,ENSMUST00000053686,MGI:1931744,Uck2,uridine-cytidine kinase 2,1,169156214,169215258,-
10359851,NM_030724,MGI:1931744,Uck2,uridine-cytidine kinase 2,1,169156214,169215258,-
10359859,---,---,,,,,,
10359861,NM_025569,MGI:1913697,Mgst3,microsomal glutathione S-transferase 3,1,169302097,169323972,-
10359867,NM_001013382,MGI:1924118,Lrrc52,leucine rich repeat containing 52,1,169375806,169396911,-
10359870,NM_183355,MGI:97495,Pbx1,pre B-cell leukemia transcription factor 1,1,170050130,170362300,-
10359888,XM_917451,---,,,,,,
10359890,NM_023284,MGI:1914227,Nuf2,"NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)",1,171428065,171461595,-
10359908,NM_009062,MGI:108409,Rgs4,regulator of G-protein signaling 4,1,171671608,171677773,-
10359917,NM_010476,MGI:1330808,Hsd17b7,hydroxysteroid (17-beta) dehydrogenase 7,1,171879666,171899372,-
10359929,NM_022563,MGI:1345277,Ddr2,"discoidin domain receptor family, member 2",1,171907777,172040690,-
10359948,NM_133806,MGI:1334459,Uap1,UDP-N-acetylglucosamine pyrophosphorylase 1,1,172072069,172105088,-
10359961,NM_010633,MGI:1341908,Uhmk1,U2AF homology motif (UHM) kinase 1,1,172123551,172145528,-
10359970,NM_001109985,MGI:1917979,Nos1ap,nitric oxide synthase 1 (neuronal) adaptor protein,1,172232799,172519992,-
10359982,NM_001081304,MGI:1926157,Atf6,activating transcription factor 6,1,172634588,172797902,-
10359999,---,---,,,,,,
10360001,---,---,,,,,,
10360003,NM_023173,MGI:1890614,Dusp12,dual specificity phosphatase 12,1,172803629,172815671,-
10360012,NM_001029984,MGI:3576487,Fcrlb,Fc receptor-like B,1,172837404,172843072,-
10360018,NM_145141,MGI:2138647,Fcrla,Fc receptor-like A,1,172847707,172857714,-
10360026,NM_026219,MGI:1914780,Uqcrb,ubiquinol-cytochrome c reductase binding protein,13,67001557,67006286,-
10360028,NM_001077189,MGI:95499,Fcgr2b,"Fc receptor, IgG, low affinity IIb",1,172890689,172906678,-
10360040,NM_010188,MGI:95500,Fcgr3,"Fc receptor, IgG, low affinity III",1,172981305,172995066,-
10360046,NM_025321,MGI:1913302,Sdhc,"succinate dehydrogenase complex, subunit C, integral membrane protein",1,173057296,173080734,-
10360053,NM_025557,MGI:1913675,Pcp4l1,Purkinje cell protein 4-like 1,1,173103393,173126399,-
10360058,NM_001037170,MGI:3589112,Tomm40l,translocase of outer mitochondrial membrane 40 homolog-like (yeast),1,173147933,173152645,-
10360070,NM_010185,MGI:95496,Fcer1g,"Fc receptor, IgE, high affinity I, gamma polypeptide",1,173159703,173164496,-
10360076,NM_153064,MGI:2385112,Ndufs2,NADH dehydrogenase (ubiquinone) Fe-S protein 2,1,173164984,173177253,-
10360090,NM_008911,MGI:104968,Ppox,protoporphyrinogen oxidase,1,173206121,173211317,-
10360105,NM_013919,MGI:1353665,Usp21,ubiquitin specific peptidase 21,1,173212076,173218122,-
10360120,NM_025388,MGI:1913405,Ufc1,ubiquitin-fold modifier conjugating enzyme 1,1,173218694,173225155,-
10360128,NM_011289,MGI:98036,Rpl27,ribosomal protein L27,11,101303612,101306843,+
10360130,NM_012049,MGI:1350916,Nit1,nitrilase 1,1,173268139,173275777,-
10360139,NM_001033039,MGI:1916124,Klhdc9,kelch domain containing 9,1,173288577,173290929,-
10360145,AK047216,MGI:3702496,B930036N10Rik,RIKEN cDNA B930036N10 gene,1,173432927,173434242,-
10360147,AK047216,MGI:3702496,B930036N10Rik,RIKEN cDNA B930036N10 gene,1,173432927,173434242,-
10360149,NM_010584,MGI:1333831,Itln1,intelectin 1 (galactofuranose binding),1,173448253,173465425,-
10360158,NM_008534,MGI:96885,Ly9,lymphocyte antigen 9,1,173518755,173537541,-
10360173,NM_144539,MGI:1922595,Slamf7,SLAM family member 7,1,173562534,173579149,-
10360185,---,---,,,,,,
10360187,NM_033509,MGI:2135272,Vangl2,"vang-like 2 (van gogh, Drosophila)",1,173931091,173958575,-
10360202,NM_010916,MGI:98481,Nhlh1,nescient helix loop helix 1,1,173982423,173987704,-
10360205,NM_021607,MGI:1891700,Ncstn,nicastrin,1,173996144,174012926,-
10360225,NM_016897,MGI:1858317,Timm23,translocase of inner mitochondrial membrane 23 homolog (yeast),14,32993348,33015084,-
10360227,NM_011063,MGI:104799,Pea15a,phosphoprotein enriched in astrocytes 15A,1,174126859,174136935,-
10360235,NM_009813,MGI:1309468,Casq1,calsequestrin 1,1,174140025,174149999,-
10360248,ENSMUST00000111243,MGI:1351335,Atp1a4,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",1,174153644,174188545,-
10360270,NM_178405,MGI:88106,Atp1a2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",1,174201840,174228195,-
10360297,NM_008429,MGI:108007,Kcnj9,"potassium inwardly-rectifying channel, subfamily J, member 9",1,174251164,174259394,-
10360306,NM_029084,MGI:1921998,Slamf8,SLAM family member 8,1,174511508,174520699,-
10360315,EF032497,MGI:3618339,Fcrl6,Fc receptor-like 6,1,174528329,174532591,-
10360321,NM_026725,MGI:1915690,Dusp23,dual specificity phosphatase 23,1,174560900,174563105,-
10360324,XR_030924,---,,,,,,
10360326,---,---,,,,,,
10360328,NM_011318,MGI:98229,Apcs,serum amyloid P-component,1,174824093,174825174,-
10360332,---,---,,,,,,
10360334,NM_146764,MGI:3031242,Olfr1408,olfactory receptor 1408,1,175060414,175061346,-
10360336,NM_146763,MGI:3031240,Olfr1406,olfactory receptor 1406,1,175113631,175114563,-
10360338,NM_010184,MGI:95494,Fcer1a,"Fc receptor, IgE, high affinity I, alpha polypeptide",1,175151415,175157345,-
10360344,NM_010045,MGI:1097689,Darc,"Duffy blood group, chemokine receptor",1,175262017,175263634,-
10360349,NM_053199,MGI:2137858,Cadm3,cell adhesion molecule 3,1,175264385,175297826,-
10360367,ENSMUST00000037976,MGI:3646410,Gm4955,predicted gene 4955,1,175398640,175421172,-
10360370,NM_001024721,MGI:3584522,BC094916,cDNA sequence BC094916,1,175449848,175466088,-
10360373,ENSMUST00000097462,MGI:3695276,Pydc4,pyrin domain containing 4,1,175497204,175529205,-
10360377,BC150711,MGI:2138302,AI607873,expressed sequence AI607873,1,175653814,175671878,-
10360382,NM_008329,MGI:96429,Ifi204,interferon activated gene 204,1,175677424,175697007,-
10360391,NM_001045481,MGI:96428,Ifi203,interferon activated gene 203,1,175850538,175872803,-
10360398,NM_008327,MGI:1347083,Ifi202b,interferon activated gene 202B,1,175892706,175912872,-
10360406,NM_172648,MGI:101847,Ifi205,interferon activated gene 205,1,175942129,175961886,-
10360410,NM_001005520,MGI:3030065,Olfr231,olfactory receptor 231,1,176047222,176048145,-
10360412,NM_146715,MGI:3030253,Olfr419,olfactory receptor 419,1,176180115,176181056,-
10360415,NM_011825,MGI:1344367,Grem2,"gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)",1,176763916,176851950,-
10360418,NM_011880,MGI:1346089,Rgs7,regulator of G protein signaling 7,1,176989867,177421261,-
10360443,NM_010209,MGI:95530,Fh1,fumarate hydratase 1,1,177530505,177555766,-
10360454,NM_010098,MGI:1338022,Opn3,opsin 3,1,177592552,177622907,-
10360460,NM_021350,MGI:101913,Chml,choroideremia-like,1,177616619,177618484,-
10360463,NM_176916,MGI:2442056,Pld5,"phospholipase D family, member 5",1,177892437,178205443,-
10360475,NM_001039518,MGI:3612447,B020018G12Rik,RIKEN cDNA B020018G12 gene,1,177907908,177909245,-
10360479,NM_001099637,MGI:1918348,Cep170,centrosomal protein 170,1,178663784,178737255,-
10360504,---,---,,,,,,
10360506,NM_011785,MGI:1345147,Akt3,thymoma viral proto-oncogene 3,1,178950204,179188334,-
10360522,NM_007422,MGI:87948,Adss,"adenylosuccinate synthetase, non muscle",1,179693093,179726642,-
10360538,---,---,,,,,,
10360540,AK015919,MGI:1922414,4930527J03Rik,RIKEN cDNA 4930527J03 gene,1,180206224,180206770,-
10360542,---,---,,,,,,
10360544,NM_016805,MGI:1858195,Hnrnpu,heterogeneous nuclear ribonucleoprotein U,1,180253205,180267928,-
10360563,NM_027188,MGI:1916976,Smyd3,SET and MYND domain containing 3,1,180882091,181448172,-
10360578,L08651,MGI:99687,Rpl29,ribosomal protein L29,9,106331785,106333899,+
10360580,NM_008249,MGI:107937,Tfb2m,"transcription factor B2, mitochondrial",1,181458186,181476398,-
10360589,NM_026375,MGI:1915033,Ahctf1,AT hook containing transcription factor 1,1,181675025,181733811,-
10360629,---,---,,,,,,
10360631,NM_023341,MGI:1914676,Adck3,aarF domain containing kinase 3,1,182095369,182129733,-
10360648,NM_011183,MGI:109284,Psen2,presenilin 2,1,182157135,182193569,-
10360662,NR_003623,MGI:3644516,Gm5069,predicted pseudogene 5069,1,182257102,182260681,-
10360664,ENSMUST00000070201,---,,,,,,
10360666,BC120654,MGI:2138735,6330403A02Rik,RIKEN cDNA 6330403A02 gene,1,182362518,182413598,-
10360674,NM_013729,MGI:1351322,Mixl1,Mix1 homeobox-like 1 (Xenopus laevis),1,182623185,182627165,-
10360679,NM_008210,MGI:1097686,H3f3a,"H3 histone, family 3A",1,182730963,182744074,-
10360684,NM_010145,MGI:95405,Ephx1,"epoxide hydrolase 1, microsomal",1,182906286,182951035,-
10360695,NM_026171,MGI:1914709,Nvl,nuclear VCP-like,1,183023554,183074288,-
10360720,NM_145514,MGI:1923825,Wdr26,WD repeat domain 26,1,183103359,183141683,-
10360737,NM_021338,MGI:1928894,Rpl35a,ribosomal protein L35A,16,33056539,33060275,+
10360741,ENSMUST00000058825,MGI:2685601,Ccdc121,coiled-coil domain containing 121,1,183439764,183441582,-
10360743,---,---,,,,,,
10360745,NM_133815,MGI:2138281,Lbr,lamin B receptor,1,183745466,183772463,-
10360761,ENSMUST00000070987,MGI:3647595,Gm5533,predicted gene 5533,1,183781739,183783320,-
10360764,NM_010135,MGI:108360,Enah,enabled homolog (Drosophila),1,183834576,183950111,-
10360786,ENSMUST00000116480,---,,,,,,
10360789,NM_007853,MGI:1097711,Degs1,degenerative spermatocyte homolog 1 (Drosophila),1,184205903,184212935,-
10360794,NM_175127,MGI:1261890,Fbxo28,F-box protein 28,1,184243233,184271737,-
10360802,---,---,,,,,,
10360804,ENSMUST00000097444,MGI:3642267,Gm10517,predicted gene 10517,1,184338750,184339151,-
10360806,NM_009794,MGI:88264,Capn2,calpain 2,1,184397391,184447655,-
10360828,NM_001033547,MGI:3618292,4922505E12Rik,RIKEN cDNA 4922505E12 gene,1,184677388,184679253,-
10360832,ENSMUST00000050306,MGI:1920613,1700056E22Rik,RIKEN cDNA 1700056E22 gene,1,185856911,185857453,-
10360834,NM_008250,MGI:96109,Hlx,H2.0-like homeobox,1,186551022,186556480,-
10360840,NM_001081361,MGI:1913362,Mosc1,MOCO sulphurase C-terminal domain containing 1,1,186610655,186635192,-
10360848,NM_133684,MGI:1914497,Mosc2,MOCO sulphurase C-terminal domain containing 2,1,186636947,186670330,-
10360858,NM_178692,MGI:2444831,C130074G19Rik,RIKEN cDNA C130074G19 gene,1,186695805,186707097,-
10360863,NM_145515,MGI:2664902,Mark1,MAP/microtubule affinity-regulating kinase 1,1,186721482,186823358,-
10360884,NM_198653,MGI:1919586,Iars2,"isoleucine-tRNA synthetase 2, mitochondrial",1,187108605,187153275,-
10360909,ENSMUST00000053934,---,,,,,,
10360912,XR_032381,---,,,,,,
10360914,NM_146106,MGI:2385115,Lyplal1,lysophospholipase-like 1,1,187911610,187941189,-
10360920,NM_009367,MGI:98726,Tgfb2,"transforming growth factor, beta 2",1,188447521,188529868,-
10360934,NM_026041,MGI:1914473,Rrp15,ribosomal RNA processing 15 homolog (S. cerevisiae),1,188544857,188573237,-
10360942,NM_028848,MGI:1921967,Spata17,spermatogenesis associated 17,1,188868527,189039344,-
10360957,NM_172650,MGI:2444629,Kctd3,potassium channel tetramerisation domain containing 3,1,190794977,190831719,-
10360970,---,---,,,,,,
10360972,NM_010607,MGI:109366,Kcnk2,"potassium channel, subfamily K, member 2",1,191031816,191167711,-
10360983,BC048476,MGI:1913538,Pdcd5,programmed cell death 5,7,36427001,36432540,-
10360985,NM_001081363,MGI:1313302,Cenpf,centromere protein F,1,191464478,191511965,-
10361007,NM_026796,MGI:1915889,Smyd2,SET and MYND domain containing 2,1,191704371,191746242,-
10361021,---,---,,,,,,
10361023,NM_008937,MGI:97772,Prox1,prospero-related homeobox 1,1,191945660,191994559,-
10361031,NM_178775,MGI:2443419,Rps6kc1,ribosomal protein S6 kinase polypeptide 1,1,192524081,192735649,-
10361055,NM_144879,MGI:2444826,Vash2,vasohibin 2,1,192771629,192803078,-
10361063,---,---,,,,,,
10361065,NM_001081259,MGI:2444881,Mfsd7b,major facilitator superfamily domain containing 7B,1,192829711,192850069,-
10361075,NM_001081259,MGI:2444881,Mfsd7b,major facilitator superfamily domain containing 7B,1,192829711,192850069,-
10361078,ENSMUST00000085633,MGI:1916222,Tatdn3,TatD DNase domain containing 3,1,192869705,192886811,-
10361089,NM_001109759,MGI:3588202,Fam71a,"family with sequence similarity 71, member A",1,192986463,192988696,-
10361091,NM_007498,MGI:109384,Atf3,activating transcription factor 3,1,192994175,193007219,-
10361098,NM_025424,MGI:1913458,Nenf,neuron derived neurotrophic factor,1,193130668,193142073,-
10361104,NM_144880,MGI:2388479,Ppp2r5a,"protein phosphatase 2, regulatory subunit B (B56), alpha isoform",1,193175860,193220920,-
10361110,NM_029766,MGI:1924093,Dtl,denticleless homolog (Drosophila),1,193361244,193399413,-
10361129,---,---,,,,,,
10361131,---,---,,,,,,
10361133,---,---,,,,,,
10361135,ENSMUST00000069573,MGI:1921515,1700034H15Rik,RIKEN cDNA 1700034H15 gene,1,193714112,193731406,-
10361139,NM_011633,MGI:107548,Traf5,TNF receptor-associated factor 5,1,193821311,193916440,-
10361152,NM_181796,MGI:95864,Gstp2,"glutathione S-transferase, pi 2",19,4040291,4042221,-
